0,0,0,0,0,0
1.72287621,-64.57052675,9.999999571,0.790746314,0.201681205,1
1.460011322,-63.18144327,9.999994507,0.81073061,0.220685839,1
1.697182534,-61.67370433,9.99999588,0.824797957,0.152095896,1
1.553537146,-59.72593373,9.999999914,0.770312599,0.17805852,1
1.332596409,-58.91796785,9.999938116,1.033855956,0.248068711,1
1.013879954,-55.76504847,9.999003796,1.377382639,1.060783153,1
1.226152299,-54.89462493,9.999994507,0.983519885,0.285532022,1
1.691424111,-52.38692754,9.999941549,0.897916403,0.31254821,-1
1.374947874,-51.99067792,9.362653781,0.971271159,0.842986577,1
1.008197601,-50.95684515,9.743321843,1.388144837,1.665212082,1
1.040336238,-49.869839,9.999993134,0.935432695,1.541309757,1
1.444263684,-48.58838142,4.933449785,0.731406837,0.254402139,1
1.045270812,-47.99853108,9.999999313,1.156859142,0.627677081,1
1.653851252,-45.98993238,9.224922261,0.983812381,0.294831577,1
1.05381019,-44.99992971,9.997421284,1.354408748,0.969814388,1
1.885972157,-43.99588889,9.757367875,0.331818978,1.309596074,1
1.002529417,-42.91104543,9.999997253,1.438573255,1.366814434,1
1.99997097,-41.21180692,9.999999228,1.055477637,0.872798135,1
1.974426715,-40.62482578,6.915519525,1.082776963,0.698648756,1
1.848136829,-39.99999518,9.835460668,1.204389091,0.69799288,1
1.975963606,-38.99473194,9.809756563,1.403065031,1.006114524,1
1.567467674,-37.6879338,9.999950562,1.12772807,1.170535427,1
1.90437331,-36.77523183,9.999999914,0.347405126,0.642398863,1
1.257824336,-35.70484687,9.999996738,0.886571002,0.561056065,1
1.359205577,-33.86728156,9.999997168,0.909315,0.353183945,1
1.43817144,-32.95823174,9.999986095,0.973782968,0.226116792,1
1.943375071,-31.26727127,9.999969015,0.94360816,0.492471905,1
1.989737188,-30.37599478,9.998477916,0.980847367,0.172085247,1
1.997135937,-29.11589377,9.203018335,0.890538207,0.568830171,1
1.992438379,-28.00718539,6.277611453,1.225636249,0.647278986,1
1.527938571,-27.36375886,5.807977756,0.787478828,0.346679842,1
1.822641649,-26.50703463,9.918738778,0.78324657,0.21219594,1
1.986198869,-25.338049,9.916930808,0.812663889,0.373287623,1
1.876866508,-24.70248671,9.999829025,0.750622995,0.47757385,1
1.470308784,-23.19688573,9.999944983,0.852315492,0.199022232,1
1.845965407,-22.49151962,9.999863316,0.89002634,0.396111397,-1
1.811790659,-21.00232312,9.999985409,1.264976889,0.492465456,1
1.750925171,-20.07764503,9.952364823,1.1845902,0.344769406,1
1.58796864,-19.46127439,7.160715831,0.708477767,0.186876106,1
1.374665085,-18.36514395,9.999998884,0.658791559,0.325842895,1
1.63002567,-17.00265205,9.999987555,1.079132882,0.224358804,1
1.587810516,-16.07428173,9.999973564,0.923751186,0.185495267,1
1.375002511,-15.05998827,9.999954681,0.999905566,0.197001224,1
1.371075782,-14.09315132,9.999988585,1.080039036,0.388044769,1
1.372357195,-13.27258072,9.999785081,0.883736156,0.446953062,1
1.345889883,-12.31570921,9.9992524,0.753102416,0.211976782,1
1.794581751,-11.00135745,9.99998867,1.273494096,0.320065842,1
1.165092519,-10.37887707,9.9997714,0.937249256,0.078974424,1
1.32531162,-9.578220894,9.999986868,0.719453046,0.235865242,1
1.679559718,-8.129248426,9.999877155,1.014046976,0.272968998,1
1.445805937,-7.072920179,9.999999743,1.026033515,0.278608805,1
1.73471241,-6.954838429,9.999439435,1.056949885,0.168121996,-1
1.026430372,-5.000153984,9.999981612,1.044771424,0.913911168,1
1.21450793,-4.000599168,9.416568212,1.293131401,2.140334909,1
1.034116638,-3.001332027,6.496247114,1.135658527,2.329459225,1
1.150667863,-2.000057791,8.681179969,1.339455311,1.753578334,1
1.975636309,-1.002171974,9.733818132,1.683690053,0.571834087,1
1.999991121,-0.282297552,9.890107655,1.540214157,0.433755254,1
1.999373108,0.098293441,9.999954252,1.452105236,0.248642334,1
1.878415516,1.339099402,9.999318825,0.995935506,0.233166275,1
1.918215074,2.040556967,9.999285752,1.071126121,0.34037389,1
1.384607843,3.836186361,9.999911337,0.802025238,0.263242288,1
1.510055673,4.211335195,8.046551923,0.848073176,0.363414288,1
1.296993081,37.09989752,9.999977512,0.977989812,0.884449751,1
1.323777057,55.45139883,9.999999657,0.716859901,0.150303336,1
1.274958444,56.44765841,9.999999828,0.809609521,0.154028689,1
1.713866608,58.03891964,9.999973736,0.678414087,0.31566672,1
1.000121928,59.70664536,9.999933395,1.145028144,0.443182678,1
1.163281653,60.34289367,9.99999382,0.924048765,0.139482294,1
1.792582817,61.99766436,9.999804104,1.119083305,0.345693603,-1
1.363317173,62.06587847,9.999945363,1.078498738,0.511969273,1
1.471312558,63.40819876,9.999993649,0.875983321,0.388540407,1
1.887761574,64.40618416,9.894092911,0.733607096,0.37847118,1
1.695580854,65.33506692,9.999996395,0.828122338,0.233557696,1
1.525187268,66.3860169,9.999987578,0.654135056,0.158475914,1
1.452918545,68.16850661,9.999776154,0.932642313,0.150199655,1
1.234529716,69.17214374,9.999707033,0.929080019,0.368710415,1
1.57843443,72.34233868,9.999974251,0.869464489,0.360572888,1
1.786747063,73.31947031,9.999976568,0.737512915,0.318464349,1
1.856928571,74.39242823,9.99981064,1.04255295,0.247463671,1
1.851893,75.55100905,9.999954338,0.495895136,0.221414032,1
1.383995057,77.75440855,9.999999142,0.653684423,0.294098969,1
1.524366949,78.60677982,9.999971798,0.775509515,0.169809512,1
1.325609857,79.70120229,9.999999914,0.675357962,0.214451872,1
